,LotFrontage,LotArea,Street,Alley,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,YrSold,cos(MoSold),sin(MoSold),NewGarage,HasRemodel,HasGarage,HasPool,HasFence,HasFirePlace,HasMisc,HiQualFinSF,TotBathAG,TotBathBmt,TotBath,BsmtUnfFraction,RemodelDelta,AgeSold,MSSubClass = 120,MSSubClass = 150,MSSubClass = 160,MSSubClass = 180,MSSubClass = 190,MSSubClass = 20,MSSubClass = 30,MSSubClass = 40,MSSubClass = 45,MSSubClass = 50,MSSubClass = 60,MSSubClass = 70,MSSubClass = 75,MSSubClass = 80,MSSubClass = 85,MSSubClass = 90,MSZoning = C (all),MSZoning = FV,MSZoning = RH,MSZoning = RL,MSZoning = RM,LotShape = IR1,LotShape = IR2,LotShape = IR3,LotShape = Reg,LandContour = Bnk,LandContour = HLS,LandContour = Low,LandContour = Lvl,Utilities = AllPub,Utilities = NoSeWa,LotConfig = Corner,LotConfig = CulDSac,LotConfig = FR2,LotConfig = FR3,LotConfig = Inside,Neighborhood = Blmngtn,Neighborhood = Blueste,Neighborhood = BrDale,Neighborhood = BrkSide,Neighborhood = ClearCr,Neighborhood = CollgCr,Neighborhood = Crawfor,Neighborhood = Edwards,Neighborhood = Gilbert,Neighborhood = IDOTRR,Neighborhood = MeadowV,Neighborhood = Mitchel,Neighborhood = NAmes,Neighborhood = NPkVill,Neighborhood = NWAmes,Neighborhood = NoRidge,Neighborhood = NridgHt,Neighborhood = OldTown,Neighborhood = SWISU,Neighborhood = Sawyer,Neighborhood = SawyerW,Neighborhood = Somerst,Neighborhood = StoneBr,Neighborhood = Timber,Neighborhood = Veenker,Condition1 = Artery,Condition1 = Feedr,Condition1 = Norm,Condition1 = PosA,Condition1 = PosN,Condition1 = RRAe,Condition1 = RRAn,Condition1 = RRNe,Condition1 = RRNn,Condition2 = Artery,Condition2 = Feedr,Condition2 = Norm,Condition2 = PosA,Condition2 = PosN,Condition2 = RRAe,Condition2 = RRAn,Condition2 = RRNn,BldgType = 1Fam,BldgType = 2fmCon,BldgType = Duplex,BldgType = Twnhs,BldgType = TwnhsE,HouseStyle = 1.5Fin,HouseStyle = 1.5Unf,HouseStyle = 1Story,HouseStyle = 2.5Fin,HouseStyle = 2.5Unf,HouseStyle = 2Story,HouseStyle = SFoyer,HouseStyle = SLvl,RoofStyle = Flat,RoofStyle = Gable,RoofStyle = Gambrel,RoofStyle = Hip,RoofStyle = Mansard,RoofStyle = Shed,RoofMatl = ClyTile,RoofMatl = CompShg,RoofMatl = Membran,RoofMatl = Metal,RoofMatl = Roll,RoofMatl = Tar&Grv,RoofMatl = WdShake,RoofMatl = WdShngl,Exterior1st = AsbShng,Exterior1st = AsphShn,Exterior1st = BrkComm,Exterior1st = BrkFace,Exterior1st = CBlock,Exterior1st = CemntBd,Exterior1st = HdBoard,Exterior1st = ImStucc,Exterior1st = MetalSd,Exterior1st = Plywood,Exterior1st = Stone,Exterior1st = Stucco,Exterior1st = VinylSd,Exterior1st = Wd Sdng,Exterior1st = WdShing,Exterior2nd = AsbShng,Exterior2nd = AsphShn,Exterior2nd = Brk Cmn,Exterior2nd = BrkFace,Exterior2nd = CBlock,Exterior2nd = CmentBd,Exterior2nd = HdBoard,Exterior2nd = ImStucc,Exterior2nd = MetalSd,Exterior2nd = Other,Exterior2nd = Plywood,Exterior2nd = Stone,Exterior2nd = Stucco,Exterior2nd = VinylSd,Exterior2nd = Wd Sdng,Exterior2nd = Wd Shng,MasVnrType = BrkCmn,MasVnrType = BrkFace,MasVnrType = None,MasVnrType = Stone,Foundation = BrkTil,Foundation = CBlock,Foundation = PConc,Foundation = Slab,Foundation = Stone,Foundation = Wood,Heating = Floor,Heating = GasA,Heating = GasW,Heating = Grav,Heating = OthW,Heating = Wall,Electrical = FuseA,Electrical = FuseF,Electrical = FuseP,Electrical = Mix,Electrical = SBrkr,GarageType = 2Types,GarageType = Attchd,GarageType = Basment,GarageType = BuiltIn,GarageType = CarPort,GarageType = Detchd,GarageType = None,MiscFeature = Gar2,MiscFeature = None,MiscFeature = Othr,MiscFeature = Shed,MiscFeature = TenC,SaleType = COD,SaleType = CWD,SaleType = Con,SaleType = ConLD,SaleType = ConLI,SaleType = ConLw,SaleType = New,SaleType = Oth,SaleType = WD,SaleCondition = Abnorml,SaleCondition = AdjLand,SaleCondition = Alloca,SaleCondition = Family,SaleCondition = Normal,SaleCondition = Partial
112,77.0,9965,1,0,2,7,5,2007,2007,220.0,4,3,5,3,3,6,984.0,1,0.0,280.0,1264.0,5,1,1282,1414,0,2696,1.0,0.0,2,1,4,1,5,10,7,1,4,3,3.0,792.0,3,3,2,120,184,0,0,168,0,0,0,0,2007,0.5000000000000001,-0.8660254037844386,0,0,1,0,0,1,0,2696,3,1.0,4.0,0.22151898734177214,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
113,0.0,21000,1,0,2,6,5,1953,1953,184.0,3,4,4,3,2,5,35.0,3,869.0,905.0,1809.0,3,1,2259,0,0,2259,1.0,0.0,2,0,3,1,4,7,7,2,4,1,2.0,450.0,3,3,2,166,120,192,0,0,0,0,3,0,2007,0.5000000000000001,-0.8660254037844386,0,0,1,0,1,1,0,2259,2,1.0,3.0,0.5002763957987839,0,54,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
114,61.0,7259,1,0,1,6,8,1945,2002,0.0,3,3,3,3,1,5,774.0,2,150.0,104.0,1028.0,5,1,1436,884,0,2320,1.0,0.0,2,1,3,1,4,9,7,1,3,1,1.0,180.0,3,3,2,224,0,0,0,0,0,0,3,0,2007,-0.8660254037844388,-0.4999999999999997,0,1,1,0,1,1,0,2320,3,1.0,4.0,0.10116731517509728,57,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
115,34.0,3230,1,2,2,6,5,1999,1999,1129.0,3,3,4,3,1,6,419.0,1,0.0,310.0,729.0,4,1,729,729,0,1458,0.0,0.0,2,1,2,1,3,5,7,1,2,1,2.0,440.0,3,3,2,0,32,0,0,0,0,0,0,0,2007,-1.0,1.2246467991473532e-16,0,0,1,0,0,1,0,1458,3,0.0,3.0,0.4252400548696845,0,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
116,0.0,11616,1,0,2,5,5,1962,1962,116.0,3,3,3,3,1,2,170.0,4,670.0,252.0,1092.0,3,1,1092,0,0,1092,0.0,1.0,1,0,3,1,3,6,7,1,1,1,1.0,288.0,3,3,2,0,20,144,0,0,0,0,0,0,2009,-1.8369701987210297e-16,-1.0,0,0,1,0,0,1,0,1092,1,1.0,2.0,0.23076923076923078,0,47,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
117,74.0,8536,1,0,2,5,5,2006,2007,0.0,3,3,4,3,1,1,0.0,1,0.0,1125.0,1125.0,4,1,1125,0,0,1125,0.0,0.0,1,1,2,1,3,5,7,0,0,1,2.0,430.0,3,3,2,80,64,0,0,0,0,0,0,0,2007,-0.4999999999999998,0.8660254037844387,1,1,1,0,0,0,0,1125,2,0.0,2.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
118,90.0,12376,1,0,2,7,5,1990,1990,0.0,3,3,4,3,2,6,1470.0,1,0.0,203.0,1673.0,4,1,1699,1523,0,3222,1.0,0.0,3,0,5,1,4,11,7,2,3,1,3.0,594.0,3,3,2,367,0,0,0,0,0,0,0,0,2010,-0.8660254037844387,0.49999999999999994,0,0,1,0,0,1,0,3222,3,1.0,4.0,0.12133891213389121,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
119,65.0,8461,1,0,2,6,5,2005,2006,0.0,4,3,4,3,1,1,0.0,1,0.0,728.0,728.0,5,1,728,728,0,1456,0.0,0.0,2,1,3,1,4,8,7,1,4,3,2.0,390.0,3,3,2,0,24,0,0,0,0,0,0,0,2006,-0.8660254037844388,-0.4999999999999997,0,1,1,0,0,1,0,1456,3,0.0,3.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
120,0.0,21453,1,0,0,6,5,1969,1969,0.0,3,3,3,3,4,5,938.0,1,0.0,0.0,938.0,5,1,988,0,0,988,1.0,0.0,1,0,1,1,3,4,7,2,3,1,2.0,540.0,3,3,2,0,130,0,130,0,0,0,0,0,2006,0.5000000000000001,-0.8660254037844386,0,0,1,0,0,1,0,988,1,1.0,2.0,0.0,0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
121,50.0,6060,1,0,2,4,5,1939,1950,0.0,3,3,3,3,1,1,0.0,1,0.0,732.0,732.0,4,1,772,351,0,1123,0.0,0.0,1,0,3,1,3,4,7,0,0,1,1.0,264.0,3,3,1,0,0,140,0,0,0,0,3,0,2007,-1.0,1.2246467991473532e-16,1,1,1,0,1,0,0,1123,1,0.0,1.0,1.0,11,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
122,75.0,9464,1,0,2,6,7,1958,1958,135.0,3,4,3,3,1,4,570.0,1,0.0,510.0,1080.0,4,1,1080,0,0,1080,0.0,0.0,1,0,3,1,3,5,7,0,0,1,1.0,288.0,3,3,2,0,0,0,0,130,0,0,0,0,2008,-1.0,1.2246467991473532e-16,0,0,1,0,0,0,0,1080,1,0.0,1.0,0.4722222222222222,0,50,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
123,55.0,7892,1,0,2,6,5,1993,1993,0.0,4,3,4,3,1,6,300.0,1,0.0,899.0,1199.0,5,1,1199,0,0,1199,0.0,0.0,2,0,2,1,4,5,7,0,0,2,2.0,530.0,3,3,2,0,63,0,0,0,0,0,0,0,2008,6.123233995736766e-17,1.0,0,0,1,0,0,0,0,1199,2,0.0,2.0,0.749791492910759,0,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
